# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles:u'
# Event count (approx.): 699789103559
#
# Overhead  Command  Shared Object                                      Symbol                                                                                                                                                            
# ........  .......  .................................................  ..................................................................................................................................................................
#
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c5eb
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c910
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cff0
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c764
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074d480
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074caee
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cc32
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c640
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c6f6
     0.00%  python   libc.so.6                                          [.] __memcmp_avx2_movbe
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001aa6c4
     0.00%  python   libpython3.11.so.1.0                               [.] PyErr_Occurred
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cd9a
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c5f0
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074ce18
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c886
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cd52
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c6e6
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005ee101
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c80d
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005ee021
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cc68
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c6cb
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c7ed
     0.00%  python   [unknown]                                          [k] 0xffffffffaa000270
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x0000000000447401
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x0000000000446400
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005ee1d0
     0.00%  python   [unknown]                                          [k] 0xffffffffaa0002b4
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cca6
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c420
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c9b9
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000073d507
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c623
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000073d539
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074ce06
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cdd0
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c77a
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c828
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c8a9
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eeacd
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c410
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cc4d
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2060
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005ee024
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000073d575
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eea78
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b629d
     0.00%  python   libpython3.11.so.1.0                               [.] PyUnicode_Substring
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae8f4
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cccb
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eea5f
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cbd2
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005ee010
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070ccab
     0.00%  python   libpython3.11.so.1.0                               [.] PyMem_Realloc
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005ee1a0
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c77f
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cc05
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cd1e
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a88b0
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eeb8e
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c6c8b
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c717d
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b62e5
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9ce32
     0.00%  python   libpython3.11.so.1.0                               [.] PyTuple_New
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005edfd1
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074ccd7
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fb90c8
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c461
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2a83
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2e94
     0.00%  python   libm.so.6                                          [.] 0x000000000006ef32
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a9188
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a88b9
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a5704
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a8b4d
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c95e6
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a7ed1
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d1429
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a90d4
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000057b45f
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fb7ba0
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001afb08
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001af044
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001f6bd6
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d66a5
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d84f9
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001d851f
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a8d88
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001afaf5
     0.00%  python   libpython3.11.so.1.0                               [.] PyUnicode_RichCompare
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a84b0
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a8035
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a67af
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b0a99
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cd5b
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c8c9b
     0.00%  python   libpython3.11.so.1.0                               [.] PySlice_New
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070ccb9
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001aa672
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001aefda
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cd8a
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001f82e0
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074d598
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a8d49
     0.00%  python   [unknown]                                          [k] 0xffffffffa9f9dfb7
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a7d9f
     0.00%  python   libpython3.11.so.1.0                               [.] _Py_CheckFunctionResult
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001f6da1
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae8aa
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001aefac
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a204f
     0.00%  python   libpython3.11.so.1.0                               [.] _PyObject_MakeTpCall
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a8909
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cee5
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001b24cb
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074d5ae
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074d324
     0.00%  python   libpython3.11.so.1.0                               [.] _PyUnicode_Equal
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000044645a
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x0000000000446643
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a9281
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x0000000000446652
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cc17
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074d328
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cbf6
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1c57
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001aeef0
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074d2cc
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a20f4
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c76f
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cbed
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c753
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c87b
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cc5f
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005eff41
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c8cc
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c5b0
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c82d
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074d5a1
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cc9e
     0.00%  python   libgomp-a34b3233.so.1.0.0                          [.] 0x000000000000a849
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c84c
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c5ba
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000004473e3
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c8be
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c74e
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074ccad
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a2459
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074ccfb
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074caa3
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000070cd38
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c67d
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c75f
     0.00%  python   [unknown]                                          [k] 0xffffffffa9fae8c1
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cb33
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c601
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cbc0
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c698
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001aef35
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c739
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001c8cba
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c9f8
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074ca88
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cd7f
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c5c5
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c79a
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c808
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c8ee
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c5fb
     0.00%  python   libm.so.6                                          [.] 0x000000000006ef4b
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005edfc2
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000075a229
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074d2a8
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c66d
     0.00%  python   libpython3.11.so.1.0                               [.] PyType_IsSubtype
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005ee1d2
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c744
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074ca9a
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a13c2
     0.00%  python   libc.so.6                                          [.] pthread_cond_signal@@GLIBC_2.3.2
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000057b417
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c7ab
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005ee05d
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x0000000000447abb
     0.00%  python   [unknown]                                          [k] 0xffffffffaa001cdb
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x00000000005ee232
     0.00%  python   libpython3.11.so.1.0                               [.] 0x000000000023c048
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cdc7
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074cb9c
     0.00%  python   libpython3.11.so.1.0                               [.] 0x00000000001a1ff8
     0.00%  python   [unknown]                                          [k] 0xffffffffaa001547
     0.00%  python   _swigfaiss_avx2.cpython-311-x86_64-linux-gnu.so    [.] 0x000000000074c6fb
